MAL_MSA_01,mal,Positive,അവസാനം ഈ സിനിമയിലെ ഡയറി വാങ്ങി വായിക്കുന്ന മിനിറ്റ് അതാണ് ഈ സിനിമയുടെ ട്വിസ്റ്റ്‌ ആൻഡ് ടേൺ എന്ന് പറയുന്നത് അതിനുള്ളിൽ മറ്റ് ഉത്തരമുണ്ട് എന്തിനാണ് അവൾ തിരിച്ചുവന്നത് എങ്ങനെ വന്നു എന്തിനു വേണ്ടി വന്നു എന്തിനാണ് തിരിച്ചു പോയത് ഇതൊക്കെ ഇതിനുള്ള ഉത്തരം മൊത്തം ആ ഡയറി വായിക്കുന്ന ആ പത്തു മിനിറ്റിൽ ഉണ്ട് മൊത്തം ട്വിസ്റ്റ് അപ്പോൾ ക്ലൈമാക്സിൽ നമുക്ക് മനസ്സിലാവുകയുള്ളൂ എന്തുകൊണ്ടാണ് ഇവൾ ഇങ്ങനെ വന്നത് ഞാൻ കൂടുതൽ പറയുന്നില്ല പറഞ്ഞാൽ നിങ്ങൾക്ക് കാണാനുള്ള ആ ഒരു എക്സൈറ്റ്മെൻറ് നഷ്ടപ്പെടും അതുകൊണ്ട് ഞാൻ പറയുന്നില്ല എന്തായാലും എനിക്ക് ഇഷ്ടപ്പെട്ടത് അവസാനത്തെ മിനിറ്റ് മിനിറ്റ് ഡയറി വായിക്കുന്ന സീൻസ് മാത്രമേ എനിക്കിഷ്ടപ്പെട്ടുള്ളൂ അതിൽ ഡയറിയിൽ ഇവരുടെ പ്ലസ് ടു മുതൽക്കുള്ള കാര്യങ്ങൾ പറയുന്നുണ്ട് ഇവളുടെ വ്യൂവിൽ ഏതാ ഈ പെണ്ണിന്ൻറെ വ്യൂവിൽ പ്ലസ് ടു വരെയുള്ള കാര്യങ്ങൾ പറയുന്നുണ്ട് അവിടം മുതൽ പറഞ്ഞാലേ കഥ നമുക്ക് മനസ്സിലാവുകയുള്ളൂ അതുകൊണ്ടാണ് അങ്ങനെ അപ്പോൾ അവസാനം ആ ഡയറി വായിക്കുന്നു സസ്പെൻസ് എല്ലാം പൊളിയുന്നു നമുക്ക് എല്ലാം മനസ്സിലാക്കുന്നു ഇത്രയേ ഉള്ളൂ പടം ഞാനത് എന്താ ഡയറിയിൽ ഉള്ളത് എന്ന് പറയില്ല പറഞ്ഞിട്ട് കാര്യമില്ല പറഞ്ഞാലും ചിലപ്പോൾ നിങ്ങൾക്ക് മനസ്സിലാവില്ല നിങ്ങൾ കണ്ട് മനസ്സിലാക്കുന്നത് ആയിരിക്കും നല്ലത് അപ്പോൾ ഈ സിനിമയ്ക്ക് വൂട്സ് േടയ്സ് സിനിമാസ് കൊടുക്കുന്ന റേറ്റിംഗ് സെവൻ പോയൻറ് ടു ഔട്ട് ഓഫ് ടെൻ തീർച്ചയായിട്ടും എല്ലാവരും വാച്ച് ചെയ്യുക ഒരു ഫീൽ ഗുഡ് മൂവി നമുക്ക് ഓർത്തിരിക്കാൻ ഇഷ്ടപ്പെടുന്ന മൂവീസ് ഇല്ലേ അതിൽ ചേർത്ത് വെക്കാൻ പറ്റുന്ന ഒരു സിനിമയാണ് ബി വിത്ത് യു
MAL_MSA_02,mal,Positive,﻿അലക്സ് അവിടെ ചെന്ന് കഴ്ഞ്ഞിട്ട് കാര്യങ്ങളും ഞാൻ ഇപ്പോൾ റിവീൽ ചെയ്യുന്നില്ല പലകാര്യങ്ങളും അലെക്സിനെയും ആ ലേഡിയെയും ചുരുളുകൾ അഴിയുന്നു പോലെഎല്ലാം ട്വിസ്റ്റ് ആഹ് അവിടം മുതൽ ആദ്യത്തെ ഒരു മുപ്പത് മിനിറ്റു ഇപ്പോൾ ഞാൻ പറഞ്ഞ കാര്യങ്ങൾ ഒക്കെ ആദ്യത്തെ മുപ്പതു മിനിറ്റ് ൽ ഉള്ളതാ കഴിഞ്ഞ്‌ ആ മോർച്ചറിയിൽ ചെന്ന് കഴിഞ്ഞിട്ട് പിന്നെ നടക്കുന്നത് മൊത്തം ട്വിസ്റ്റാ ഫുൾ ട്വിസ്റ്റാ ഇതിന്റെ ബാക്കി എന്താണെന്നു എന്നുള്ളതാണ് പടത്തിന്റെ മൊത്തം കഥ നിങ്ങൾ ആരും പ്രതീക്ഷിക്കാത്ത ആരും വിചാരിക്കാത്ത ഒരു ട്വിസ്റ്റ് ആൻഡ് സസ്പെൻസ് ഇതിന്റെ ക്ലൈമാക്സ് നിങ്ങൾ എന്തായാലും ഉറപ്പായും വാച്ച് ചെയ്യേണ്ട ഒരു മൂവി ഈ ട്വിസ്റ്റ്കളിഷ്ട്ടപെടുന്ന അല്ലെങ്കിൽ സസ്പെന്സ്ത്രില്ലറുകൾ ഇഷ്ട്ടപെടുന്ന ആൾക്കാർ ഉണ്ടെങ്കിൽ അവർക്കുവേണ്ടിയുള്ള ഒരു സിനിമ യാണ് സ്പാനിഷ് സബ്‌ടൈറ്റിൽ ഒക്കെ നമുക്ക് ഡൗലോഡ് ചെയ്യാം നിങ്ങൾക്ക് എം.എക്സ് പ്ലയെർ ഒക്കെ സബ്‌ടൈറ്റിൽ സെർച്ച് ചെയ്തു ഡൌൺലോഡ് ചെയ്യാൻ പറ്റും ഈസി ആയി ഡൌൺലോഡ് ചെയ്യാം സൊ ലാംഗ്വേജ്ന്റെ പ്രെശ്നം വരുന്നില്ല എന്തായാലും ഈപടം ധൈര്യമായി വാച്ച് ചെയ്യാം സൂപ്പർ പടമാണ് ഒരു അന്യായ ട്വിസ്റ്റും ക്ലൈമാക്സും ഒക്കെയാണ് ഈ പടത്തിന് വുഡ്‌സ് ഡേയ്സ് സിനിമാസ് കൊടുക്കുന്ന റേറ്റിംഗ് സെവൻ പോയിന്റ് ഫൈവ് ഔട്ട് ഓഫ് ടെൻ
MAL_MSA_03,mal,Positive,﻿ഒന്നും മനസിലാവുന്നില്ല ല്ലേ കണ്ടപ്പോൾ എനിക്കും ഒന്നും മനസിലായില്ല ഇത്കഴിഞ്ഞ് എന്തൊക്കെ സംഭവിക്കുന്നു ഇതിൻ്റെ ക്ലൈമാക്സ് എങ്ങനെ ആയിരിക്കും എന്തിനാണ് ഇവൻ പതിനഞ്ചു വര്ഷം കിടന്നത് കഴിഞ്ഞിട്ട് ഇവനെ എന്തിനാണ് വെളിയിൽ വിട്ടത് എന്നുള്ള ഒരു ചോദ്യം കൂടി ഉണ്ട് വെളിയിൽ വിട്ടു കഴിഞ്ഞിട്ട് ഒരു സംഭവം നടക്കുന്നുണ്ട് ആ സംഭവം എന്തിനാണ് ഇവനെ കൊണ്ട് ചെയ്യിപ്പിച്ചത് ഇതൊക്കെ വില്ലൻ ചെയ്യിപ്പിച്ച കാര്യമാ വില്ലൻ എന്തിനാണ് ചെയ്യിപ്പിച്ചത് എന്ന് ക്ലൈമാക്സ്ൽ മനസിലാവും അപ്പൊ ഇവ്വന് ആ വില്ലനെ കണ്ടുമുട്ടി കഴിഞ്ഞിട്ട് ഉള്ള കൊറേ കാര്യങ്ങൾ എന്തിനാണ് ഇവൻ കിടന്നിരുന്നത് എന്നതിനുള്ള മൊത്തം കഥ കൊറിയയിൽ വൻ ഹിറ്റായിട്ടുള്ള ഒരു സിനിമയാണ് ഇതിൻ്റെ ഡയറക്ടർ പാർഷ്യ എന്ന് പറയുന്ന ഡയറക്ടർ അദ്ദേഹം വലിയ ഒരു ഡയറക്ടർ ഒരുപാട് അവാർഡ്‌സ് ഒക്കെ വാരിക്കൂട്ടിയ ഒരു സിനിമയാണ് അപ്പോൾ ഈ പടം എന്തായാലും മിസ് ആവാതെ വാച്ച് ചെയ്യണം ഉറപ്പായും നിങ്ങള്ക്ക് ഇഷ്ടപെടും ക്ലൈമാക്സ് ഒരു ഒന്നൊന്നര ക്ലൈമാക്സ് എന്തായാലും വാച് ചെയുക ഇ ഒരു പടത്തിന് വുഡ്‌സ് ഡേയ്സ് സിനിമാസ് കൊടുക്കുന്ന റേറ്റിംഗ് സെവൻ പോയിന്റ് എയ്റ്റ് ഔട്ട് ഓഫ് ടെൻ
MAL_MSA_04,mal,Positive,നമ്മുടെ ഹീറോയിന് ഒരാളെ ഭയങ്കര ഇഷ്ടമാണ് അവരുടെ കൂടെ ആ കാലഘട്ടത്തിൽ ജീവിക്കുന്ന ഒരാളെ ഭയങ്കര ഇഷ്ടമാണ് ഓക്കേ ഇവരോട് പറയുന്നുണ്ട് നമ്മളുടെ ഹീറോയോട് പറയുന്നുണ്ട് എനിക്ക് ഇങ്ങനെ ഒരാളെ ഭയങ്കര ഇഷ്ടമാണ് കല്യാണം കഴിക്കണം ഇങ്ങനെയൊക്കെ പറയുന്നുണ്ട് കഴിഞ്ഞ് ക്ലൈമാക്സിനോട് അടുക്കുമ്പോൾ ഒരു ട്വിസ്റ്റ് ഉണ്ട് ആ ട്വിസ്റ്റ് എന്താണെന്ന് ഞാൻ പറയുന്നില്ല ഇവൻ പറയുന്ന ഒരു കാര്യമാണ് ആ ട്വിസ്റ്റ് രണ്ടായിരത്തിലെ ജീവിക്കുന്ന പറയുന്ന ആ ഒരു കാര്യം ട്വിസ്റ്റ് അതുകഴിഞ്ഞ് എന്തൊക്കെ സംഭവിക്കുന്നു എങ്ങനെയാണ് ഇതിൻറെ ഒരു അവസാനം എന്നതാണ് ഈ പടത്തിൻറെ ബാക്കി ഒരു കഥ .ഇന്ട്രെസ്റ്റിംഗ് ആയിട്ടുള്ള ഒരു പടമാണ് ഐ എം പി ഒക്കെ ഈ പടത്തിന് ഒക്കെ റേറ്റിംഗ് കൊടുത്തിട്ടുള്ള ഒരു പടമാണ് മാത്രമല്ല ഒരുപാട് യുഎസ് ഡോളേഴ്‌സ് കളക്ട് ചെയ്ത പടമാണ് രണ്ടായിരത്തിൽ കളക്ട് ചെയ്ത പടമാണ് തീർച്ചയായിട്ടും ഇന്ട്രെസ്റ്റിംഗ് ആയിട്ടുള്ള മൂവിയാണ് ഇങ്ങനത്തെ ടൈം ട്രാവൽ മൂവി ഒക്കെ ഇഷ്‌ട്ടപെടുന്നവർക്ക് പറ്റുന്ന ഒരു സിനിമയാണ് ഈ സിനിമയ്ക്ക് വൂട്സ് ഡേയ്സ് സിനിമാസ് കൊടുക്കുന്ന റേറ്റിംഗ് ഔട്ട് ഓഫ്
MAL_MSA_05,mal,Positive,﻿നമ്മൾ അയക്കുന്ന കാര്യങ്ങൾക്ക് എന്ത് സേഫ്റ്റി ആണെന്ന് ഈ സിനിമ കാണുമ്പോൾ എത്ര മാത്രം സുരക്ഷിതമാണ് എന്ന് ഈ സിനിമ കണ്ടു കഴിയുമ്പോൾ നമുക്ക് മനസിലാകും അത്രക്ക് ഡേഞ്ചർ ആയിട്ടാണ് ഈ സിനിമയിലൂടെ നമുക്ക് ഈ ഡാറ്റ സേഫ്റ്റിയുടെ കാര്യങ്ങൾ കാണിച്ചു കൊണ്ടിരിക്കുന്നത് ഈ സിനിമയുടെ പ്രധാനപ്പെട്ട കഥാപാത്രത്തിന്റെ ബാക്ക്ഗ്രൗണ്ട് ലേക്ക് വന്നു കഴിഞ്ഞാൽ യൂഷ്വൽ ക്ളീഷേ ഇതിലും ഫീൽ ചെയുന്നുണ്ട് ഒരു ട്രാജഡി ഫാമിലിയിൽ നിന്നും വരുന്നു റിയൽ ലൈഫ് ൽ വളരെ ലോസർ ആയിട്ടുള്ള ഒരു ആൾ സമൂഹത്തിനു മുന്നിൽ താൻ ആരൊ ഒക്കെയാണ് എന്ന് പ്രൂവ് ചെയ്യണം അതിനു വേണ്ടി അദ്ദേഹം തിരഞ്ഞെടുക്കുന്ന മാർഗം ഒരു നെഗറ്റീവ് സൈഡ് ഉള്ള ഹാക്കിങ്ന്റെ വലിയൊരു ലോകമാണ് സിനിമയുടെ ഫ്‌ളോ തന്നെ മാറ്റി മറിക്കുന്ന അൺപെക്ടഡ് ആയിട്ടുള്ള ട്വിസ്റ്റ് ഹു ആം ഐ യുടെ ഹൈലൈറ്റ് എന്ന് പറയാവുന്നത് നമ്മൾ ഒരിക്കലും പ്രതീക്ഷിക്കാത്ത തരത്തിലുള്ള ഒരു ക്ലൈമാക്സ് ലേക്കാണ് സിനിമ എത്തി ച്ചേരുന്നത് കംപ്യൂട്ടർ ട്രിക്‌സ്നെ കുറിച്ചും കമ്പ്യൂട്ടർ പ്രോഗ്രാമിങ്നെ കുറിച്ചും ഹാക്കിങ് എന്താണെന്നും അറിയാൻ ക്യൂരിയോസിറ്റി ഉള്ളവർക്കും ഈ സിനിമ വർത്ത് ഫുൾ ആയിട്ടുള്ള വാച്ചിങ് തന്നെയാണ് അല്ലാത്തവരെ സംബന്ധിച്ചും ഇതൊരു ഡീസന്റ് ആയിട്ടുള്ള ഓപ്ഷൻ തന്നെ പക്ഷെ ചില സീൻ ഒക്കെ വണ്ടർ അടിക്കുവാനുള്ള സാധ്യതയും വളരെ ഏറെ കൂടുതൽ ഒരു മണിക്കൂറും നാല്പത്തി ആറു മിനിറ്റ് മാണ് ഹു ആം ഐയുടെ ഡ്യൂറേഷൻ വരുന്നത് ഏലിയാസ് എമ്പറക് ടോം ചില്ലിങ് തുടങ്ങിയവരാണ് ഹു ആം ഐ യിലെ പ്രധാന കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കുന്നത് ബാരമ്പു ഡോർ ഈ സിനിമ സംവിധാനം ചെയ്തിരിക്കുന്നത്
MAL_MSA_06,mal,Positive,﻿ഓവർ ഓൾ കംപയർ ചെയ്യുമ്പോൾ നല്ലൊരു വാച്ചബിൾ ആയിട്ടുള്ള ത്രില്ലിംഗ് ഫിലിം തന്നെയാണ് സീറ്റ്എഡ്ജ് ത്രില്ലെർ എന്ന് പറയാൻ സാധിക്കില്ല എങ്കിലും നമുക്ക് പൂർണ്ണമായിട്ടും കണ്ടിരിക്കാവുന്ന സിനിമ തന്നെയാണ് ഫോറൻസിക് എന്ന മൂവി ടോവിനോടും മമത മോഹൻദാസ്നൊപ്പം രൺജി പണിക്കർ പ്രതാപ് പോത്തൻ സൈജു കുറിപ്പ് തുടങ്ങിയവരും പ്രധാന വേഷങ്ങളിൽ ഈ ചിത്രത്തിൽ അഭിനയിക്കുന്നുണ്ട് പെർഫോമൻസ് നോക്കുകയാണെങ്കിൽ ടോവിനോയുടെയും മമ്തയുടെയും ഗംഭീരമായ പ്രേകടനം തന്നെ ഫോറൻസിക്ൽ കാണുവാൻ സാധിക്കും കൂടാതെ സപ്പോർട്ടിങ് റോളിൽ വന്നവർ എല്ലാം അവരവരുടെ റോളുകൾ ഭംഗിയായി ഫോറൻസിക്ൽ ചെയ്തു വച്ചിട്ടുണ്ട് സംവിധായകർ ആയ അഖിൽ പോളും അലക്സ് ഘാനും തന്നെ ചിത്രത്തിന്റെ കഥയും തിരക്കഥയും സംവിധാനവും സംഭാഷണവും എല്ലാം നിർവഹിച്ചിട്ടുള്ളത് മേക്കിങ് ഒക്കെ എടുത്തു പറയേണ്ടവ തന്നെ വളരെ മികച്ച രീതിയിൽ തന്നെ അവരുടെ സംവിധാന ഡബ്യു വളരെ മനോഹരആക്കിയിട്ടുണ്ട് അതുപോലെ പ്രത്യേക പരാമർശം നൽകേണ്ടത് ഇതിന്റെ മ്യൂസിക് ഹാൻഡിൽ ചെയ്തിട്ടുള്ള ജൈക്സ് ബിജോ സ്റ്റാർട്ടിങ് മുതൽ അവസാനം ആ ഒരു ത്രില്ലിംഗ് എലമെന്റ് നിലനിർത്തി കൊണ്ട് പോകുവാൻ ബി.ജി.എം വഹിച്ച പങ്ക് വളരെ വലുതായിരുന്നു ഇതിന്റെ സിനിമാട്ടോഗ്രഫി വഹിച്ചിട്ടുള്ളത് അഖിൽ ജോർജ് തൻറെ പോർഷൻസ് വളരെ മനോഹരമായി തന്നെ അഖിൽ ജോർജും കൈകാര്യം ചെയ്തിട്ടുണ്ട് തുടർ പരാജയങ്ങളുടെ വരൾച്ചയിൽ നിന്നും ടോവിനോ തോമസിനെ ഫോറൻസിക് എന്ന സിനിമ രക്ഷിക്കും എന്ന് തന്നെ ഈ അവസരത്തിൽ ഞാൻ പ്രധീക്ഷിക്കുന്നു
MAL_MSA_07,mal,Positive,﻿ഹാച്ചിക്കോ ഒരു പെയിൻഫുൾ എക്സ്‌സ്പീരിയൻസ് തന്നെ പെറ്റ്റ്ലവേർസ് നിർബന്ധമായും ഈ സിനിമ കാണണം എന്ന് തന്നെ എനിക്ക് പറയുവാൻ ഉള്ളത് നിങ്ങളെ ഒരുപാട് മോട്ടിവേറ്റ് ചെയുന്ന എലമെൻ്റ്സ് ഈ സിനിമയിൽ ഉണ്ട് നമുക്ക് ഒരുപാട് ഇൻസ്പിറേഷൻ കിട്ടും ഈ സിനിമ കാണുമ്പോൾ പെറ്റ്ലവേഴ്സ്നെ പറ്റി പറയുകയാണെങ്കില് കൈനീട്ടോ ശിനോഡ ഹാച്ചിക്കോയുടെ കഥയും തിരക്കഥയും രചിച്ചിരിക്കുന്നത് സജിറോ കുയമായാണ് ഹാച്ചിക്കോ സംവിധാനം ചെയ്തിരിക്കുന്നത് സചിറോ കുയമയുടെ ഒരു മാസ്റ്റർ പീസ് വർക്ക് തന്നെ ഹാച്ചിക്കോ എന്ന ഈ ഒരു സിനിമ നൂറ്റി ഏഴു മിനിറ്റ് റണ്ണിങ് ടൈം ഉള്ള ഹാച്ചിക്കോ എന്ന മൂവി വളരെ ഇൻററസ്റ്റിംഗ് ആയിട്ടാണ് കഥ പറഞ്ഞു പോകുന്നതും നമ്മളെ സിനിമയിൽ എൻഗേജ് ചെയ്യിപ്പിക്കുന്നതും രണ്ടായിരത്തി ഒമ്പതിൽ ഹാച്ചിക്കോയ്ക്ക് ഇംഗ്ലീഷിൽ ഒരു അഡാപ്റ്റേഷൻ വന്നിരുന്നു ഹാച്ചി ദി ഡോഗ് ടെയ്ൽ എന്ന് പറഞ്ഞായിരുന്നു ആ സിനിമ പുറത്തു ഇറങ്ങിയത് ഫ്രണ്ട് ഷിപ് ട്രസ്റ്റ് ഈ രണ്ടു സബ്‌ജക്ടിനെ വളരെ ഗൗരവത്തോടെ ഈ സിനിമയിൽ അവതരിപ്പിക്കുന്നുണ്ട് വളരെ ഇൻററസ്റ്റിംഗ് ആയിട്ട് തന്നെ ഈ ഒരു വിഷയത്തെ സിനിമയിൽ കൈകാര്യം ചെയ്തിരിക്കുന്നതും ഹാച്ചിയെ കൂടാതെ ടാസ്‌ക്‌യെ അക്കടെ കൗരു യജിക്‌സതുടങ്ങിയവരാണ് ഈ സിനിമയിലെ പ്രധാനപ്പെട്ട വേഷങ്ങളെ അവതരിപ്പിക്കുന്നത്
MAL_MSA_08,mal,Highly Positive,﻿ഫ്രഡ്‌ഡേ ആൽബർട്സ് ഡോണ്ട് ബ്രീത്ന്റെ സംവിധാനവും നിർമാണവും നിർവഹിച്ചിരിക്കുന്നത് സംവിധായകന്റെ ഭാഗത്തു നിന്ന് പറയുകയാണെങ്കിൽ കിടിലൻ ആയിട്ടുള്ളൊരു മേക്കിങ് ഇതിന്റെ ഹൈലൈറ് ആയി പറയാവുന്നതാണ് ജൈനലേവി ഗ്ലില്ലെന്മിലറ്റ് ഡാനിയേൽസോവെറ്റോ സ്റ്റീഫൻലാക് തുടങ്ങിയവർ ഡോണ്ട് ബ്രീത് ലെ പ്രധാനപ്പെട്ട കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കുന്നത് ഒരു മണിക്കൂറും ഇരുപത്തി എട്ടു മിനിറ്റ് മാണ് ഈ സിനിമയുടെ റണ്ണിങ് ടൈം വരുന്നത് ഒമ്പതേ പോയിന്റ് ഒമ്പത് മില്യൺ യു.എസ് ഡോളറാണ് ഡോണ്ട് ബ്രീത് ന്റെ നിർമാണ ചിലവ് വന്നിരിക്കുന്നത് പക്ഷെ ബോക്സ് ഓഫീസിൽ നിന്ന് ഈ സിനിമ വാരി കൂട്ടിയത് നൂറ്റിഅമ്പത്തിഒന്നേ പോയിന്റ് ഒന്ന് യു.എസ് ഡോളർ ബോക്സ് ഓഫീസിൽ അത്ര ഇമ്പാക്ട് ഡോണ്ട് ബ്രീത് എന്ന സിനിമ ഉണ്ടാക്കിയിട്ടുള്ളത് രണ്ടായിരത്തി പതിനാറിൽ തന്നെ ഇതിന്റെ ഒരു സീക്വൽ സംവിധായകൻ അനൗൺസ് ചെയ്തിരുന്നു രണ്ടായിരത്തി ഇരുപത്തി ഒന്നിലാണ് ഇതിന്റെ സീക്വൽ പുറത്ത് ഇറങ്ങുന്നത് സിനിമയുടെ പേര് ഡോണ്ട് ബ്രീത് എഗൈൻ എന്നാണ് ഈ സിനിമ കണ്ടവർ എന്തായാലും ഇതിന്റെ സെക്കന്റ് പാർട്ട്നായി കട്ട വെയ്റ്റിംഗ് തന്നെ ആയിരിക്കും അത്രയ്ക്ക് നമ്മളെ ഇന്ട്രെസ്റ്റിംഗ് ചെയ്യിപ്പിക്കുന്ന ഒരു സിനിമയാണ് ഡോണ്ട് ബ്രീത് ഡോണ്ട് ബ്രീത് എഗൈൻന്റെ ഫോട്ടോഷൂട്ട് ഒക്കെ രണ്ടായിരത്തി ഇരുപത് ഏപ്രിൽ കമ്പ്ലീറ്റ് മികച്ചൊരു സീറ്റ് എഡ്ജ് ത്രില്ലെർ കാണാൻ ആഗ്രഹിക്കുന്നവർക്ക് ഡോണ്ട് ബ്രീത് എന്ന സിനിമ ഏറ്റവും മികച്ച ഓപ്ഷൻ തന്നെ ഈ സിനിമ എന്തയാലും നിങ്ങളെ നിരാശരാക്കില്ല അത്ര എൻഗേജിങ് ആയിട്ടാണ് ഈ ത്രില്ലർ നമ്മളെ കൊണ്ടുപോവുന്നത് തന്നെ
MAL_MSA_09,mal,Highly Positive,﻿രണ്ടാം പകുതിയേ പറ്റി പറയുമ്പോൾ ഇൻ്റർവെല്ലിനുള്ള ആ ഒരു ട്വിസ്റ്റ് നെ പറ്റിയാണ് യാത്ര ഞാൻ നേരത്തെ പറഞ്ഞ പോലെ പ്രേക്ഷകന്റെ ആകാംക്ഷയെ ഇരട്ടിപ്പിക്കുകയാണ് പിന്നീട് അങ്ങോട്ട് എന്ന് നമുക്ക് പറയാം ഈ സിനിമ സിനിമയിൽ ചെറിയ കുറച്ച് ട്വിസ്റ്റും കാര്യങ്ങളും ഒക്കെ ഉണ്ട് ചെറുതാണ് എങ്കിൽ കൂടി പ്രേക്ഷകന് നല്കുന്ന ആനന്ദം വളരെ ഏറെയാണ് എന്ന്തന്നെ പറയാം പിന്നീട് ഈ സിനിമയുടെ അവസാനഭാഗങ്ങളിലേക്ക് അതായത് ക്ലൈമാക്സ് ലേക്ക് വരുമ്പോൾ ചിത്രത്തിന്റെ പേര് പറയുമ്പോലെ തന്നെ വളരെ മനോഹരമാക്കി എന്ന് നമുക്ക് പറയാം അതായത് പ്രേക്ഷകന്റെ ആകംഷ ഏറ്റവും ടോപ്പിലേക്കു എത്തിക്കുകയും അതുപോലെ തന്നെ പ്രേക്ഷകന്റെ മനസ് സന്തോഷം കൊണ്ട് നിറക്കുവാനും ഈ സിനിമയുടെ ക്ലൈമാക്സ്ന് സാധിച്ചു പിന്നീട് പറയുമ്പോൾ വിനീത് ശ്രീനിവാസന്റെ അഭിനയം ഇതിൽ മികച്ചു നിന്നു അതുപോലെ തന്നെ തുടക്കം മുതൽ ഒടുക്കം പ്രേക്ഷകനെ ഒരു രീതിയിലുമുള്ള ലാഗോ കാര്യങ്ങളോ ഒന്നും അനുഭവ പെടുകയില്ല എല്ലാംകൂടി നോക്കുമ്പോൾ വളരെ സിമ്പിൾ ആയിട്ടുള്ള സിനിമയാണ് മനോഹരം പക്ഷെ അതിന്റെ ഇമ്പാക്ട് വളരെ പവർ ഫുൾ പ്രേക്ഷകന് നല്ലൊരു ആസ്വാദന മികവ് നല്കുകയാണ് ഈമനോഹരം എന്ന ചെറിയ ചിത്രം ഈ ചിത്രം ആർക്കൊക്കെ കാണാം എന്ന് ചോദിച്ചാൽഎല്ലാ പ്രായക്കാർക്കും അതുമല്ലെങ്കിൽ എല്ലാവരും കണ്ടിരിക്കേണ്ട ഒരു സിനിമയാണ് മനോഹരം അതുപോലെ തന്നെ നിങ്ങൾ സിനിമയെ സ്നേഹിക്കുന്ന ഒരു വ്യക്തി ആണെങ്കിൽ തീർച്ചയായും കണ്ടിരിക്കുക കണ്ടിട്ടില്ല എന്നുണ്ടെങ്കിൽ നിങ്ങൾ തീർച്ചയായും റിഗ്രെറ് ചെയ്യും എന്ന് നൂറു ശതമാനം ഉറപ്പാണ്
